start_ms,end_ms,dur_ms,stream,kind
2731.0876,2733.7091,2.6216,15,kernel
2731.1592,2731.3997,0.2404,16,D2H
2733.5930,2733.8329,0.2399,14,kernel
2733.7549,2734.0485,0.2936,13,H2D
2733.8258,2734.0194,0.1936,15,kernel
2733.8387,2734.1285,0.2897,14,D2H
2734.0526,2736.6590,2.6064,13,kernel
2734.1323,2734.3728,0.2405,15,D2H
2734.6166,2734.8763,0.2597,16,H2D
2736.5556,2739.2215,2.6658,16,kernel
2738.0864,2738.3538,0.2675,14,H2D
2738.3569,2738.6245,0.2676,15,H2D
2739.1061,2739.3444,0.2382,13,kernel
2739.3369,2741.9480,2.6110,14,kernel
2739.3524,2739.5928,0.2404,13,D2H
2741.6966,2741.9648,0.2682,13,H2D
2741.8405,2744.4981,2.6576,15,kernel
2744.3895,2744.6306,0.2410,16,kernel
2744.6233,2744.8162,0.1929,14,kernel
2744.6336,2744.8744,0.2408,16,D2H
2744.8088,2747.4320,2.6232,13,kernel
2744.8791,2745.1197,0.2406,14,D2H
2745.5331,2745.7939,0.2608,16,H2D
2747.3132,2747.5539,0.2407,15,kernel
2747.5467,2750.1664,2.6197,16,kernel
2747.5572,2747.7976,0.2404,15,D2H
2748.0626,2748.3294,0.2668,14,H2D
2749.9271,2750.1926,0.2655,15,H2D
2750.0497,2750.2926,0.2429,13,kernel
2750.2853,2752.8990,2.6137,14,kernel
2750.3046,2750.5450,0.2404,13,D2H
2751.4237,2751.6906,0.2669,13,H2D
2752.7896,2753.0298,0.2402,16,kernel
2753.0225,2755.6352,2.6127,15,kernel
2753.0359,2753.2835,0.2477,16,D2H
2754.5001,2754.7679,0.2678,16,H2D
2755.5265,2758.1901,2.6636,13,kernel
2758.0737,2758.3136,0.2399,14,kernel
2758.3063,2760.9159,2.6096,16,kernel
2758.3244,2758.5648,0.2404,14,D2H
2759.9342,2760.1997,0.2655,14,H2D
2760.8074,2761.0478,0.2405,15,kernel
2761.0399,2761.2322,0.1923,13,kernel
2761.0506,2761.2911,0.2405,15,D2H
2761.2249,2763.8387,2.6138,14,kernel
2761.2956,2761.5360,0.2404,13,D2H
2762.3694,2762.6293,0.2598,15,H2D
2763.2477,2763.5143,0.2666,13,H2D
2763.7280,2763.9670,0.2390,16,kernel
2763.9596,2766.5716,2.6120,15,kernel
2763.9758,2764.2230,0.2472,16,D2H
2765.1138,2765.3789,0.2651,16,H2D
2766.4615,2769.1182,2.6567,13,kernel
2769.0114,2769.2503,0.2388,14,kernel
2769.2431,2771.8591,2.6160,16,kernel
2769.2581,2769.4985,0.2404,14,D2H
2771.1766,2771.4427,0.2661,14,H2D
2771.7432,2771.9851,0.2419,15,kernel
2771.9776,2772.1703,0.1927,13,kernel
2771.9865,2772.2270,0.2405,15,D2H
2772.1631,2774.7796,2.6165,14,kernel
2772.2316,2772.4720,0.2404,13,D2H
2772.9152,2773.1760,0.2608,15,H2D
2774.6658,2774.9055,0.2397,16,kernel
2774.8983,2777.5137,2.6154,15,kernel
2774.9088,2775.1493,0.2404,16,D2H
2776.8200,2777.0873,0.2673,13,H2D
2777.4024,2777.6439,0.2415,14,kernel
2777.4822,2777.7631,0.2809,16,H2D
2777.6364,2780.2521,2.6157,13,kernel
2777.6517,2777.9198,0.2680,14,D2H
2778.7568,2779.0238,0.2670,14,H2D
2780.1381,2780.3794,0.2413,15,kernel
2780.3723,2782.9824,2.6101,16,kernel
2780.3820,2780.6287,0.2467,15,D2H
2781.9487,2782.2160,0.2673,15,H2D
2782.8762,2785.5351,2.6589,14,kernel
2785.4241,2785.6644,0.2403,13,kernel
2785.6570,2788.1995,2.5425,15,kernel
2785.6700,2785.9104,0.2404,13,D2H
2786.4919,2786.7576,0.2657,13,H2D
2788.0961,2788.3285,0.2324,16,kernel
2788.3215,2788.5075,0.1860,14,kernel
2788.3353,2788.5761,0.2408,16,D2H
2788.5005,2791.0171,2.5166,13,kernel
2788.5806,2788.8210,0.2403,14,D2H
2790.9113,2791.1433,0.2319,15,kernel
2791.1086,2791.4146,0.3059,16,H2D
2791.1363,2791.3226,0.1863,13,kernel
2791.1465,2791.4494,0.3029,15,D2H
2791.4190,2793.9177,2.4987,16,kernel
2791.4534,2791.6937,0.2403,13,D2H
2793.9186,2794.1017,0.1831,16,kernel
2794.1036,2794.3439,0.2403,16,D2H
2801.6132,2801.8727,0.2595,14,H2D
2801.8805,2804.3889,2.5084,14,kernel
2802.2936,2802.5655,0.2719,13,H2D
2802.5689,2802.8431,0.2742,15,H2D
2802.8458,2803.1310,0.2852,16,H2D
2804.2901,2806.7842,2.4941,13,kernel
2806.6817,2809.1179,2.4362,15,kernel
2809.0244,2811.4722,2.4478,16,kernel
2811.3623,2811.5839,0.2216,14,kernel
2811.5771,2811.7548,0.1777,13,kernel
2811.5882,2811.8286,0.2403,14,D2H
2811.7478,2811.9260,0.1782,15,kernel
2811.8328,2812.0732,0.2404,13,D2H
2811.9188,2812.0951,0.1763,16,kernel
2812.0776,2812.3180,0.2403,15,D2H
2812.3222,2812.5625,0.2403,16,D2H
2814.2637,2814.5230,0.2593,14,H2D
2814.5304,2816.9277,2.3973,14,kernel
2815.2150,2815.5005,0.2855,13,H2D
2815.5034,2815.7907,0.2874,15,H2D
2815.7937,2816.0684,0.2747,16,H2D
2816.8295,2819.2697,2.4402,13,kernel
2819.1710,2821.6096,2.4386,15,kernel
2821.5110,2823.9577,2.4467,16,kernel
2823.8500,2824.0716,0.2216,14,kernel
2824.0649,2824.2425,0.1776,13,kernel
2824.0742,2824.3145,0.2403,14,D2H
2824.2358,2824.4132,0.1774,15,kernel
2824.3188,2824.5592,0.2404,13,D2H
2824.4064,2824.5829,0.1765,16,kernel
2824.5635,2824.8038,0.2403,15,D2H
2824.8080,2825.0482,0.2402,16,D2H
2826.7060,2826.9636,0.2576,14,H2D
2826.9709,2829.3167,2.3457,14,kernel
2828.7808,2829.0494,0.2685,13,H2D
2829.0523,2829.3323,0.2800,15,H2D
2829.2225,2831.6194,2.3970,13,kernel
2829.3351,2829.6008,0.2657,16,H2D
2831.5152,2831.7328,0.2176,14,kernel
2831.7263,2834.0770,2.3507,15,kernel
2831.7369,2831.9771,0.2402,14,D2H
2833.9791,2836.3730,2.3939,16,kernel
2834.2314,2834.4994,0.2680,14,H2D
2836.2706,2836.4887,0.2181,13,kernel
2836.4819,2836.6559,0.1740,15,kernel
2836.4930,2836.7338,0.2408,13,D2H
2836.6494,2838.9989,2.3495,14,kernel
2836.7380,2836.9782,0.2402,15,D2H
2838.4798,2838.7407,0.2609,13,H2D
2838.9004,2839.1157,0.2153,16,kernel
2839.1092,2841.4652,2.3560,13,kernel
2839.1196,2839.3598,0.2403,16,D2H
2840.0886,2840.3562,0.2677,15,H2D
2841.0178,2841.2973,0.2795,16,H2D
2841.3582,2841.5765,0.2183,14,kernel
2841.5695,2843.9152,2.3457,15,kernel
2841.5842,2841.8252,0.2410,14,D2H
2842.8636,2843.1426,0.2790,14,H2D
2843.8198,2846.2125,2.3927,16,kernel
2846.1095,2846.3277,0.2183,13,kernel
2846.3215,2848.6928,2.3713,14,kernel
2846.3321,2846.5723,0.2403,13,D2H
2847.8890,2848.1499,0.2610,13,H2D
2848.5907,2848.8139,0.2232,15,kernel
2848.8067,2848.9890,0.1824,16,kernel
2848.8203,2849.0606,0.2403,15,D2H
2848.9820,2851.4513,2.4694,13,kernel
2849.0652,2849.3055,0.2403,16,D2H
2851.3432,2851.5706,0.2274,14,kernel
2851.5637,2851.7458,0.1821,13,kernel
2851.5757,2851.8437,0.2680,14,D2H
2851.7234,2852.0337,0.3102,15,H2D
2851.8545,2852.1358,0.2813,13,D2H
2852.0410,2854.4994,2.4584,15,kernel
2852.4031,2852.6650,0.2619,16,H2D
2854.4010,2856.9171,2.5161,16,kernel
2856.8093,2857.0357,0.2264,15,kernel
2857.0288,2857.2110,0.1821,16,kernel
2857.0370,2857.2774,0.2404,15,D2H
2857.2820,2857.5790,0.2970,16,D2H
2857.3342,2857.6369,0.3027,13,H2D
2857.6452,2860.1106,2.4654,13,kernel
2859.0436,2859.3131,0.2695,14,H2D
2859.3170,2859.5919,0.2749,15,H2D
2859.5952,2859.8763,0.2811,16,H2D
2860.0096,2862.5143,2.5046,14,kernel
2862.4095,2864.9164,2.5070,15,kernel
2864.8153,2867.3556,2.5403,16,kernel
2867.2489,2867.4809,0.2321,13,kernel
2867.4736,2867.6600,0.1863,14,kernel
2867.4845,2867.7250,0.2405,13,D2H
2867.6528,2867.8390,0.1863,15,kernel
2867.7292,2867.9697,0.2405,14,D2H
2867.8318,2868.0170,0.1852,16,kernel
2867.9748,2868.2152,0.2404,15,D2H
2868.2198,2868.4602,0.2404,16,D2H
2870.9070,2871.1671,0.2600,13,H2D
2871.1761,2873.6903,2.5142,13,kernel
2872.1689,2872.4377,0.2688,14,H2D
2872.4409,2872.7151,0.2741,15,H2D
2872.7185,2872.9925,0.2740,16,H2D
2873.5890,2876.1515,2.5625,14,kernel
2876.0491,2878.6104,2.5613,15,kernel
2878.5077,2881.0694,2.5617,16,kernel
2880.9672,2881.1977,0.2305,13,kernel
2881.1905,2881.3767,0.1862,14,kernel
2881.2016,2881.4420,0.2404,13,D2H
2881.3695,2881.5557,0.1862,15,kernel
2881.4463,2881.6867,0.2404,14,D2H
2881.5487,2881.7341,0.1854,16,kernel
2881.6910,2881.9317,0.2407,15,D2H
2881.9364,2882.1768,0.2404,16,D2H
2885.0188,2885.2803,0.2615,13,H2D
2885.2885,2887.8052,2.5166,13,kernel
2886.3886,2886.6609,0.2723,14,H2D
2886.6640,2886.9369,0.2730,15,H2D
2886.9401,2887.2346,0.2945,16,H2D
2887.6962,2890.2520,2.5558,14,kernel
2890.1514,2892.7090,2.5576,15,kernel
2892.6060,2895.1678,2.5618,16,kernel
2895.0583,2895.2896,0.2314,13,kernel
2895.2826,2895.4681,0.1855,14,kernel
2895.2921,2895.5328,0.2407,13,D2H
2895.4612,2895.6467,0.1855,15,kernel
2895.5372,2895.7776,0.2405,14,D2H
2895.6397,2895.8243,0.1846,16,kernel
2895.7820,2896.0224,0.2404,15,D2H
2896.0270,2896.2674,0.2404,16,D2H
2898.7202,2898.9841,0.2639,13,H2D
2898.9861,2899.2621,0.2760,14,H2D
2898.9890,2901.5071,2.5181,13,kernel
2899.2660,2899.5410,0.2749,15,H2D
2899.5438,2899.8181,0.2743,16,H2D
2901.4001,2903.9571,2.5569,14,kernel
2903.8529,2906.4049,2.5520,15,kernel
2906.3047,2908.7534,2.4487,16,kernel
2908.6549,2908.8763,0.2214,13,kernel
2908.8695,2909.0474,0.1779,14,kernel
2908.8838,2909.1241,0.2403,13,D2H
2909.0407,2909.2186,0.1779,15,kernel
2909.1283,2909.3687,0.2403,14,D2H
2909.2115,2909.3883,0.1768,16,kernel
2909.3741,2909.6210,0.2469,15,D2H
2909.6270,2909.8672,0.2402,16,D2H
2912.2538,2912.5139,0.2601,13,H2D
2912.5242,2914.9210,2.3968,13,kernel
2913.0164,2913.2887,0.2723,14,H2D
2913.2924,2913.5691,0.2768,15,H2D
2913.5721,2913.8463,0.2742,16,H2D
2914.8261,2917.2665,2.4404,14,kernel
2917.1672,2919.6072,2.4400,15,kernel
2919.5121,2921.9567,2.4446,16,kernel
2921.8538,2922.0748,0.2210,13,kernel
2922.0675,2922.2459,0.1785,14,kernel
2922.0790,2922.3193,0.2403,13,D2H
2922.2386,2922.4167,0.1781,15,kernel
2922.3236,2922.5639,0.2402,14,D2H
2922.4097,2922.5865,0.1769,16,kernel
2922.5681,2922.8086,0.2404,15,D2H
2922.8130,2923.0532,0.2403,16,D2H
2925.7060,2925.9634,0.2574,13,H2D
2925.9731,2928.3535,2.3804,13,kernel
2928.3544,2928.5301,0.1758,13,kernel
2928.5364,2928.7765,0.2402,13,D2H
2929.2596,2929.5166,0.2570,14,H2D
2929.5253,2931.9256,2.4003,14,kernel
2931.1877,2931.4600,0.2723,13,H2D
2931.4630,2931.7523,0.2892,15,H2D
2931.7552,2932.0267,0.2715,16,H2D
2931.8273,2934.2639,2.4367,13,kernel
2934.1706,2936.6181,2.4475,15,kernel
2936.5130,2936.7335,0.2205,14,kernel
2936.7265,2939.1308,2.4043,16,kernel
2936.7449,2936.9853,0.2403,14,D2H
2937.8751,2938.1414,0.2663,14,H2D
2939.0276,2939.2487,0.2211,13,kernel
2939.2416,2939.4196,0.1780,15,kernel
2939.2516,2939.4921,0.2404,13,D2H
2939.4126,2941.8252,2.4127,14,kernel
2939.4962,2939.7366,0.2404,15,D2H
2940.7705,2941.0319,0.2613,13,H2D
2941.7141,2941.9336,0.2195,16,kernel
2941.9271,2944.3246,2.3975,13,kernel
2941.9387,2942.1789,0.2403,16,D2H
2942.9667,2943.2350,0.2683,15,H2D
2944.2277,2944.4481,0.2204,14,kernel
2944.4413,2946.8441,2.4028,15,kernel
2944.4570,2944.6980,0.2410,14,D2H
2944.6910,2944.9529,0.2619,16,H2D
2945.3326,2945.6007,0.2682,14,H2D
2946.7406,2946.9618,0.2212,13,kernel
2946.9552,2949.3492,2.3940,16,kernel
2946.9685,2947.2138,0.2453,13,D2H
2948.4770,2948.7417,0.2647,13,H2D
2949.2569,2951.6963,2.4394,14,kernel
2951.6001,2951.8225,0.2224,15,kernel
2951.8159,2954.2140,2.3982,13,kernel
2951.8294,2952.0696,0.2402,15,D2H
2954.1211,2954.3418,0.2207,16,kernel
2954.3135,2954.6192,0.3057,15,H2D
2954.3351,2954.5139,0.1788,14,kernel
2954.3512,2954.6541,0.3029,16,D2H
2954.5073,2954.6857,0.1784,13,kernel
2954.6593,2954.8997,0.2403,14,D2H
2954.6788,2957.0807,2.4019,15,kernel
2954.9060,2955.1464,0.2404,13,D2H
2955.8146,2956.0748,0.2603,16,H2D
2956.9825,2959.4346,2.4521,16,kernel
2959.3304,2959.5511,0.2208,15,kernel
2959.5441,2959.7215,0.1774,16,kernel
2959.5525,2959.7929,0.2404,15,D2H
2959.7973,2960.0376,0.2402,16,D2H
2965.0895,2965.3584,0.2689,13,H2D
2965.3611,2965.6364,0.2753,14,H2D
2965.3696,2967.7725,2.4029,13,kernel
2965.6393,2965.9127,0.2733,15,H2D
2965.9153,2966.1881,0.2729,16,H2D
2967.6759,2970.1233,2.4475,14,kernel
2970.0256,2972.4732,2.4476,15,kernel
2972.3727,2974.8193,2.4466,16,kernel
2974.7179,2974.9420,0.2242,13,kernel
2974.9352,2975.1134,0.1782,14,kernel
2974.9445,2975.1850,0.2405,13,D2H
2975.1067,2975.2846,0.1779,15,kernel
2975.1892,2975.4313,0.2422,14,D2H
2975.2777,2975.4548,0.1771,16,kernel
2975.4372,2975.6776,0.2403,15,D2H
2975.6821,2975.9224,0.2402,16,D2H
2978.2430,2978.5024,0.2594,13,H2D
2978.5124,2980.9173,2.4049,13,kernel
2980.5001,2980.7704,0.2703,14,H2D
2980.7740,2981.0454,0.2714,15,H2D
2980.8170,2983.2744,2.4574,14,kernel
2981.0483,2981.3164,0.2681,16,H2D
2983.1683,2983.3903,0.2220,13,kernel
2983.3835,2985.7842,2.4007,15,kernel
2983.3934,2983.6337,0.2403,13,D2H
2984.7180,2984.9871,0.2691,13,H2D
2985.6898,2988.1140,2.4242,16,kernel
2988.0143,2988.2310,0.2168,14,kernel
2988.2243,2990.5799,2.3556,13,kernel
2988.2335,2988.4738,0.2402,14,D2H
2989.1067,2989.3661,0.2595,14,H2D
2990.4784,2990.6951,0.2167,15,kernel
2990.6879,2990.8622,0.1742,16,kernel
2990.7008,2990.9413,0.2404,15,D2H
2990.8557,2993.2070,2.3513,14,kernel
2990.9464,2991.1867,0.2403,16,D2H
2992.3859,2992.6493,0.2635,15,H2D
2993.1092,2993.3248,0.2157,13,kernel
2993.3183,2995.6684,2.3501,15,kernel
2993.3340,2993.5872,0.2532,13,D2H
2993.5278,2993.7979,0.2701,16,H2D
2994.3446,2994.6190,0.2744,13,H2D
2995.5727,2995.7884,0.2157,14,kernel
2995.7820,2998.1333,2.3512,16,kernel
2995.7949,2996.0351,0.2402,14,D2H
2996.6253,2996.8924,0.2671,14,H2D
2998.0344,3000.4332,2.3988,13,kernel
3000.3253,3000.5426,0.2173,15,kernel
3000.5362,3002.8928,2.3565,14,kernel
3000.5489,3000.7891,0.2402,15,D2H
3001.7725,3002.0333,0.2609,15,H2D
3002.7864,3003.0048,0.2183,16,kernel
3002.9982,3003.1724,0.1742,13,kernel
3003.0131,3003.2534,0.2403,16,D2H
3003.1657,3005.5171,2.3514,15,kernel
3003.2585,3003.4987,0.2402,13,D2H
3004.0042,3004.2648,0.2606,16,H2D
3005.4174,3005.6340,0.2166,14,kernel
3005.6267,3008.0119,2.3853,16,kernel
3005.6382,3005.8784,0.2402,14,D2H
3006.5668,3006.8273,0.2605,13,H2D
3007.9009,3008.1313,0.2304,15,kernel
3008.1244,3010.6436,2.5192,13,kernel
3008.1332,3008.3735,0.2402,15,D2H
3008.6478,3008.9109,0.2631,14,H2D
3009.2846,3009.5510,0.2663,15,H2D
3010.5330,3010.7664,0.2333,16,kernel
3010.7588,3013.2816,2.5228,14,kernel
3010.7715,3011.0119,0.2404,16,D2H
3012.2223,3012.4885,0.2662,16,H2D
3013.1724,3015.7431,2.5707,15,kernel
3015.6293,3015.8635,0.2342,13,kernel
3015.8562,3018.3811,2.5248,16,kernel
3015.8744,3016.1150,0.2406,13,D2H
3016.9621,3017.2215,0.2594,13,H2D
3018.2710,3018.5028,0.2318,14,kernel
3018.4956,3018.6823,0.1867,15,kernel
3018.5141,3018.7546,0.2405,14,D2H
3018.6749,3021.1966,2.5217,13,kernel
3018.7588,3018.9992,0.2404,15,D2H
3021.0897,3021.3208,0.2311,16,kernel
3021.3138,3021.4992,0.1853,13,kernel
3021.3249,3021.5654,0.2405,16,D2H
3021.5701,3021.8104,0.2403,13,D2H
3024.7799,3025.0396,0.2597,14,H2D
3025.0437,3027.5450,2.5013,14,kernel
3027.5459,3027.7302,0.1843,14,kernel
3027.7339,3027.9742,0.2403,14,D2H
3028.2027,3028.4629,0.2601,13,H2D
3028.4723,3031.0182,2.5459,13,kernel
3031.0190,3031.2064,0.1874,13,kernel
3031.2085,3031.4581,0.2496,13,D2H
3031.4167,3031.6840,0.2673,14,H2D
3031.6868,3031.9466,0.2597,15,H2D
3031.6881,3034.2493,2.5612,14,kernel
3032.7896,3033.0634,0.2738,13,H2D
3033.0665,3033.3416,0.2751,16,H2D
3034.1435,3036.7498,2.6063,15,kernel
3036.6425,3039.2407,2.5982,13,kernel
3039.1394,3041.7503,2.6108,16,kernel
3041.6317,3041.8687,0.2371,14,kernel
3041.8617,3042.0507,0.1890,15,kernel
3041.8702,3042.1107,0.2405,14,D2H
3042.0431,3042.2319,0.1888,13,kernel
3042.1149,3042.3555,0.2406,15,D2H
3042.2246,3042.4125,0.1879,16,kernel
3042.3600,3042.6005,0.2405,13,D2H
3042.6048,3042.8452,0.2404,16,D2H
3044.7933,3045.0552,0.2619,14,H2D
3045.0637,3047.6218,2.5580,14,kernel
3046.7878,3047.0596,0.2718,13,H2D
3047.0629,3047.3378,0.2750,15,H2D
3047.3407,3047.6134,0.2727,16,H2D
3047.5138,3050.1097,2.5959,13,kernel
3050.0063,3052.5640,2.5576,15,kernel
3052.4650,3055.0316,2.5665,16,kernel
3054.9187,3055.1514,0.2327,14,kernel
3055.1440,3055.3301,0.1861,13,kernel
3055.1552,3055.3959,0.2406,14,D2H
3055.3231,3055.5086,0.1856,15,kernel
3055.4013,3055.6418,0.2405,13,D2H
3055.5015,3055.6865,0.1850,16,kernel
3055.6461,3055.8873,0.2412,15,D2H
3055.8920,3056.1323,0.2403,16,D2H
3057.8594,3058.1187,0.2593,14,H2D
3058.1233,3060.6238,2.5005,14,kernel
3060.6247,3060.8085,0.1838,14,kernel
3060.8124,3061.0527,0.2403,14,D2H
3062.1046,3062.3642,0.2595,13,H2D
3062.3729,3064.8739,2.5010,13,kernel
3064.8748,3065.0588,0.1840,13,kernel
3065.0673,3065.3076,0.2403,13,D2H
3067.1306,3067.3897,0.2591,14,H2D
3067.3944,3069.8349,2.4405,14,kernel
3068.9437,3069.2318,0.2881,13,H2D
3069.2350,3069.5093,0.2743,15,H2D
3069.5136,3069.7929,0.2793,16,H2D
3069.7427,3072.1811,2.4384,13,kernel
3072.0819,3074.5174,2.4354,15,kernel
3074.4212,3076.8646,2.4435,16,kernel
3076.7640,3076.9831,0.2191,14,kernel
3076.9764,3077.1542,0.1778,13,kernel
3076.9884,3077.2287,0.2403,14,D2H
3077.1472,3077.3245,0.1773,15,kernel
3077.2331,3077.4736,0.2405,13,D2H
3077.3179,3077.4947,0.1768,16,kernel
3077.4779,3077.7181,0.2402,15,D2H
3077.7228,3077.9629,0.2402,16,D2H
3080.8975,3081.1608,0.2633,14,H2D
3081.1668,3083.5458,2.3789,14,kernel
3083.5466,3083.7226,0.1759,14,kernel
3083.7303,3083.9704,0.2401,14,D2H
3084.4540,3084.7132,0.2592,13,H2D
3084.7223,3087.1035,2.3812,13,kernel
3087.1043,3087.2800,0.1757,13,kernel
3087.2814,3087.5216,0.2402,13,D2H
3088.4017,3088.6612,0.2595,14,H2D
3088.6653,3090.9363,2.2710,14,kernel
3090.9370,3091.1047,0.1676,14,kernel
3091.1131,3091.4146,0.3015,14,D2H
3091.1609,3091.4671,0.3062,13,H2D
3091.4697,3091.7384,0.2687,15,H2D
3091.4802,3093.7637,2.2835,13,kernel
3091.7410,3092.0069,0.2659,16,H2D
3092.2272,3092.5013,0.2741,14,H2D
3093.6736,3095.9989,2.3253,15,kernel
3095.9060,3098.2333,2.3273,16,kernel
3098.1398,3100.4655,2.3257,14,kernel
3100.3687,3100.5801,0.2114,13,kernel
3100.5736,3100.7432,0.1696,15,kernel
3100.5865,3100.8269,0.2403,13,D2H
3100.7368,3100.9063,0.1696,16,kernel
3100.8312,3101.0715,0.2403,15,D2H
3100.8998,3101.0687,0.1689,14,kernel
3101.0760,3101.3161,0.2401,16,D2H
3101.3206,3101.5607,0.2402,14,D2H
3104.2006,3104.4603,0.2596,13,H2D
3104.4697,3106.7415,2.2718,13,kernel
3106.7423,3106.9100,0.1677,13,kernel
3106.9113,3107.1514,0.2401,13,D2H
3108.5786,3108.8402,0.2616,14,H2D
3108.8482,3111.1325,2.2843,14,kernel
3109.7086,3109.9805,0.2719,13,H2D
3109.9834,3110.2583,0.2750,15,H2D
3110.2614,3110.5361,0.2747,16,H2D
3111.0388,3113.3583,2.3195,13,kernel
3113.2709,3115.5930,2.3221,15,kernel
3115.5004,3117.8338,2.3334,16,kernel
3117.7335,3117.9442,0.2107,14,kernel
3117.9378,3118.1076,0.1698,13,kernel
3117.9494,3118.1896,0.2403,14,D2H
3118.1010,3118.2705,0.1695,15,kernel
3118.1953,3118.4358,0.2405,13,D2H
3118.2641,3118.4331,0.1690,16,kernel
3118.4403,3118.6805,0.2402,15,D2H
3118.6850,3118.9252,0.2402,16,D2H
3120.7578,3121.0186,0.2608,14,H2D
3121.0251,3123.2972,2.2721,14,kernel
3123.2714,3123.5451,0.2737,13,H2D
3123.2980,3123.4676,0.1697,14,kernel
3123.4800,3123.7985,0.3185,14,D2H
3123.5489,3123.8576,0.3087,15,H2D
3123.5546,3125.8411,2.2865,13,kernel
3123.8605,3124.1271,0.2666,16,H2D
3125.6051,3125.8768,0.2716,14,H2D
3125.7463,3128.0751,2.3288,15,kernel
3127.9791,3130.3080,2.3289,16,kernel
3130.2090,3130.4209,0.2118,13,kernel
3130.4146,3132.7025,2.2879,14,kernel
3130.4263,3130.6664,0.2402,13,D2H
3131.3074,3131.5814,0.2740,13,H2D
3132.6055,3132.8160,0.2106,15,kernel
3132.8097,3132.9794,0.1697,16,kernel
3132.8220,3133.0625,0.2404,15,D2H
3132.9729,3135.2648,2.2919,13,kernel
3133.0668,3133.3069,0.2402,16,D2H
3134.7592,3135.0267,0.2675,15,H2D
3135.1633,3135.3746,0.2113,14,kernel
3135.3679,3137.6521,2.2842,15,kernel
3135.3777,3135.6179,0.2402,14,D2H
3136.3711,3136.6330,0.2619,16,H2D
3137.5564,3137.7688,0.2124,13,kernel
3137.7627,3140.0494,2.2867,16,kernel
3137.7797,3138.0200,0.2403,13,D2H
3138.1559,3138.4228,0.2668,14,H2D
3139.9513,3140.1637,0.2123,15,kernel
3140.1574,3142.4473,2.2899,14,kernel
3140.1661,3140.4599,0.2939,15,D2H
3140.2286,3140.5293,0.3006,13,H2D
3141.0838,3141.3512,0.2675,15,H2D
3142.3478,3142.5587,0.2109,16,kernel
3142.5523,3144.8348,2.2825,13,kernel
3142.5629,3142.8076,0.2447,16,D2H
3143.3871,3143.6539,0.2668,16,H2D
3144.7411,3147.0733,2.3323,15,kernel
3146.9702,3147.1818,0.2116,14,kernel
3147.1753,3149.4638,2.2885,16,kernel
3147.1854,3147.4255,0.2402,14,D2H
3148.3132,3148.5802,0.2670,14,H2D
3149.3633,3149.5756,0.2123,13,kernel
3149.5689,3149.7385,0.1697,15,kernel
3149.5788,3149.8193,0.2405,13,D2H
3149.7319,3152.0973,2.3654,14,kernel
3149.8233,3150.0637,0.2403,15,D2H
3151.9852,3152.2183,0.2331,16,kernel
3152.2112,3152.3962,0.1851,14,kernel
3152.2219,3152.4623,0.2404,16,D2H
3152.4669,3152.7072,0.2403,14,D2H
3155.9293,3156.1870,0.2577,13,H2D
3156.1960,3158.6922,2.4962,13,kernel
3158.6929,3158.8764,0.1835,13,kernel
3158.8779,3159.1182,0.2403,13,D2H
3159.3258,3159.5851,0.2593,14,H2D
3159.5925,3162.0998,2.5073,14,kernel
3161.4522,3161.7250,0.2728,13,H2D
3161.7277,3162.0006,0.2729,15,H2D
3162.0021,3164.5596,2.5575,13,kernel
3162.0038,3162.2734,0.2696,16,H2D
3164.4550,3167.0238,2.5687,15,kernel
3166.9106,3167.1434,0.2328,14,kernel
3167.1358,3169.6469,2.5111,16,kernel
3167.1531,3167.3934,0.2403,14,D2H
3168.3183,3168.5850,0.2667,14,H2D
3169.5331,3169.7625,0.2293,13,kernel
3169.7555,3169.9383,0.1828,15,kernel
3169.7705,3170.0109,0.2404,13,D2H
3169.9316,3172.4053,2.4737,14,kernel
3170.0151,3170.2554,0.2403,15,D2H
3171.6702,3171.9313,0.2611,13,H2D
3172.2970,3172.5249,0.2279,16,kernel
3172.5178,3174.9929,2.4751,13,kernel
3172.5321,3172.7723,0.2402,16,D2H
3173.3273,3173.5946,0.2673,15,H2D
3174.7815,3175.0452,0.2637,16,H2D
3174.8850,3175.1133,0.2283,14,kernel
3175.1062,3177.5785,2.4723,15,kernel
3175.1192,3175.3598,0.2406,14,D2H
3175.9540,3176.2208,0.2667,14,H2D
3177.4703,3177.6992,0.2289,13,kernel
3177.6921,3180.1574,2.4652,16,kernel
3177.7044,3177.9504,0.2460,13,D2H
3180.0571,3182.5715,2.5144,14,kernel
3180.0988,3180.3603,0.2614,13,H2D
3182.4644,3182.6930,0.2287,15,kernel
3182.6862,3182.8688,0.1826,16,kernel
3182.6989,3182.9393,0.2404,15,D2H
3182.8620,3185.3309,2.4689,13,kernel
3182.9438,3183.1841,0.2403,16,D2H
3185.2270,3185.4547,0.2277,14,kernel
3185.4477,3185.6297,0.1820,13,kernel
3185.4573,3185.6976,0.2403,14,D2H
3185.7020,3186.0078,0.3059,13,D2H
3185.7253,3186.0360,0.3107,15,H2D
3186.0397,3188.4886,2.4489,15,kernel
3188.4894,3188.6703,0.1809,15,kernel
3188.6715,3188.9117,0.2402,15,D2H
3189.1340,3189.3940,0.2600,14,H2D
3189.4012,3191.9284,2.5271,14,kernel
3191.9293,3192.1158,0.1865,14,kernel
3192.1213,3192.3617,0.2403,14,D2H
3195.4123,3195.6721,0.2598,13,H2D
